"customer_id","recency","frequency","monetary","segment"
"1","474.585688136518","6","8133.13","High Value"
"2","746.585688136518","1","357.03","At Risk"
"3","218.585688136518","6","9535.64","High Value"
"4","189.585688136518","3","7908.93","Loyal"
"5","219.585688136518","4","3086.12","Loyal"
"6","992.585688136518","2","4298.0599999999995","At Risk"
"7","9.585688136518002","1","1446.61","Low Value"
"8","627.585688136518","2","523.15","At Risk"
"9","321.585688136518","4","3553.9900000000002","Loyal"
"10","269.585688136518","2","4567.26","At Risk"
"11","169.585688136518","6","6843.04","High Value"
"12","333.585688136518","3","1958.76","Loyal"
"13","253.585688136518","4","6693.61","Loyal"
"14","77.585688136518","1","203.68","Low Value"
"15","456.585688136518","1","265.79","At Risk"
"16","360.585688136518","5","7567.37","High Value"
"17","19.585688136518","4","6243.55","Loyal"
"18","979.585688136518","1","1201.23","At Risk"
"19","593.585688136518","1","2229.05","At Risk"
"20","355.585688136518","2","2890.83","At Risk"
"21","349.585688136518","5","6979.9","High Value"
"22","168.585688136518","3","5483.73","Loyal"
"23","30.585688136518","7","14164.22","High Value"
"24","103.585688136518","6","10786.43","High Value"
"25","170.585688136518","3","7306.92","Loyal"
"26","95.585688136518","3","3292.02","Loyal"
"27","934.585688136518","2","3937.01","At Risk"
"28","1055.585688136518","1","1647.9","At Risk"
"29","353.585688136518","1","672.18","At Risk"
"30","200.585688136518","4","3254.98","Loyal"
"31","359.585688136518","2","2591.6","At Risk"
"32","717.585688136518","2","3787.8500000000004","At Risk"
"33","236.585688136518","3","4536.76","Loyal"
"34","517.585688136518","1","2444.55","At Risk"
"35","917.585688136518","1","2628.97","At Risk"
"36","312.585688136518","7","7941.62","High Value"
"37","1015.585688136518","1","1568","At Risk"
"38","85.585688136518","2","3873.26","Low Value"
"39","367.585688136518","5","5889.39","High Value"
"40","134.585688136518","2","208.97","At Risk"
"41","195.585688136518","4","6278.56","Loyal"
"42","256.585688136518","6","4315.18","High Value"
"43","239.585688136518","4","6907.99","Loyal"
"44","9.585688136518002","3","3929.79","Loyal"
"45","209.585688136518","3","5743.29","Loyal"
"46","231.585688136518","2","4708.98","At Risk"
"47","828.585688136518","1","2279.19","At Risk"
"48","492.585688136518","1","2846.62","At Risk"
"49","150.585688136518","4","7821.639999999999","Loyal"
"50","166.585688136518","4","8923.05","Loyal"
"51","172.585688136518","5","5284.78","High Value"
"52","747.585688136518","1","577.24","At Risk"
"53","2.5856881365180016","4","7065.82","Loyal"
"54","6.585688136518002","5","9195.48","High Value"
"55","310.585688136518","4","6525.46","Loyal"
"56","236.585688136518","6","11789.16","High Value"
"57","406.585688136518","2","4895.95","At Risk"
"58","212.585688136518","3","4184.389999999999","Loyal"
"59","277.585688136518","4","5217.93","Loyal"
"60","660.585688136518","2","3048.2","At Risk"
"61","159.585688136518","5","8442.6","High Value"
"62","700.585688136518","1","1729.22","At Risk"
"63","291.585688136518","7","10598.52","High Value"
"64","152.585688136518","2","2315.48","At Risk"
"65","202.585688136518","2","2912.93","At Risk"
"66","877.585688136518","3","6358.290000000001","Loyal"
"67","144.585688136518","11","14986.45","High Value"
"68","68.585688136518","4","3456.9","Loyal"
"69","535.585688136518","1","1374.83","At Risk"
"70","228.585688136518","1","161.94","At Risk"
"71","109.585688136518","3","3364.35","Loyal"
"72","1004.585688136518","1","1973.08","At Risk"
"73","198.585688136518","4","7315.240000000001","Loyal"
"74","205.585688136518","1","1089.11","At Risk"
"75","423.585688136518","3","3677.23","Loyal"
"76","387.585688136518","1","1404.25","At Risk"
"77","154.585688136518","2","2087.64","At Risk"
"78","326.585688136518","2","1526.06","At Risk"
"79","109.585688136518","7","11305.75","High Value"
"80","133.585688136518","2","3965.98","At Risk"
"81","14.585688136518002","4","5249.28","Loyal"
"82","187.585688136518","4","9130.29","Loyal"
"84","229.585688136518","3","5657.51","Loyal"
"85","9.585688136518002","2","4119.2","Low Value"
"86","359.585688136518","3","4032.1099999999997","Loyal"
"87","386.585688136518","4","5341.38","Loyal"
"88","60.585688136518","4","5952.55","Loyal"
"89","102.585688136518","4","5199.39","Loyal"
"90","46.585688136518","9","15561.41","High Value"
"92","247.585688136518","4","5488.3","Loyal"
"93","1067.585688136518","1","967.78","At Risk"
"94","559.585688136518","1","467.22","At Risk"
"95","9.585688136518002","3","5699.59","Loyal"
"96","115.585688136518","5","8484.48","High Value"
"97","99.585688136518","8","13105.76","High Value"
"98","530.585688136518","1","54.06","At Risk"
"99","206.585688136518","1","1268.08","At Risk"
"100","175.585688136518","4","9917.66","Loyal"
"101","144.585688136518","3","2653.98","Loyal"
"103","152.585688136518","5","5534.63","High Value"
"104","447.585688136518","3","4232.91","Loyal"
"105","620.585688136518","2","4712.27","At Risk"
"106","599.585688136518","3","4226.21","Loyal"
"107","380.585688136518","5","8498.69","High Value"
"108","280.585688136518","4","6246.400000000001","Loyal"
"109","96.585688136518","3","2681.16","Loyal"
"110","769.585688136518","2","2398.05","At Risk"
"111","116.585688136518","6","8740.02","High Value"
"112","365.585688136518","5","8925.02","High Value"
"113","219.585688136518","4","4157.650000000001","Loyal"
"114","55.585688136518","3","6441.799999999999","Loyal"
"115","422.585688136518","2","423.81","At Risk"
"116","599.585688136518","4","3973.1","Loyal"
"118","167.585688136518","6","13265.59","High Value"
"119","160.585688136518","3","5706.26","Loyal"
"120","251.585688136518","8","9024.55","High Value"
"121","564.585688136518","3","1764.59","Loyal"
"122","98.585688136518","3","5960.03","Loyal"
"123","217.585688136518","3","7804.66","Loyal"
"124","187.585688136518","2","1164.69","At Risk"
"125","190.585688136518","1","1158.94","At Risk"
"126","160.585688136518","3","4684.889999999999","Loyal"
"127","157.585688136518","2","3120.7799999999997","At Risk"
"128","44.585688136518","6","9870.22","High Value"
"129","69.585688136518","3","4218.4400000000005","Loyal"
"130","159.585688136518","5","6325.78","High Value"
"131","788.585688136518","2","3587.6000000000004","At Risk"
"132","52.585688136518","3","4073.01","Loyal"
"133","978.585688136518","1","2387.88","At Risk"
"134","450.585688136518","2","2002.6000000000001","At Risk"
"135","547.585688136518","4","5892.27","Loyal"
"136","446.585688136518","3","6040.06","Loyal"
"137","269.585688136518","1","1697.98","At Risk"
"138","31.585688136518","3","6907.13","Loyal"
"139","698.585688136518","1","2170.72","At Risk"
"140","57.585688136518","6","5119.7300000000005","High Value"
"141","78.585688136518","8","15317.630000000001","High Value"
"143","914.585688136518","1","2356.65","At Risk"
"144","62.585688136518","6","6822.54","High Value"
"145","261.585688136518","3","4041.7200000000003","Loyal"
"146","718.585688136518","2","1924.8600000000001","At Risk"
"147","147.585688136518","4","8462.54","Loyal"
"148","76.585688136518","1","1856.95","Low Value"
"149","15.585688136518002","4","5247.33","Loyal"
"150","727.585688136518","2","2811.75","At Risk"
"151","444.585688136518","4","5496.56","Loyal"
"152","151.585688136518","2","2233.91","At Risk"
"153","35.585688136518","3","4639.49","Loyal"
"154","237.585688136518","4","8443.68","Loyal"
"155","1.5856881365180016","3","3919.32","Loyal"
"156","280.585688136518","2","4616.8099999999995","At Risk"
"157","59.585688136518","6","9855.01","High Value"
"158","433.585688136518","2","1587.31","At Risk"
"159","26.585688136518","3","4815.5199999999995","Loyal"
"161","579.585688136518","3","6291.34","Loyal"
"162","218.585688136518","5","7888.77","High Value"
"163","353.585688136518","1","337.95","At Risk"
"164","18.585688136518","4","7646.54","Loyal"
"165","19.585688136518","5","9414.66","High Value"
"166","13.585688136518002","6","14004.95","High Value"
"167","899.585688136518","2","3129.24","At Risk"
"168","209.585688136518","2","1980.11","At Risk"
"169","387.585688136518","1","2164.07","At Risk"
"172","140.585688136518","2","4774.43","At Risk"
"173","154.585688136518","4","6142.26","Loyal"
"174","747.585688136518","2","5044.280000000001","At Risk"
"175","357.585688136518","5","4953.3","High Value"
"176","303.585688136518","3","6683.969999999999","Loyal"
"177","89.585688136518","2","3969.4799999999996","Low Value"
"178","173.585688136518","4","8373.12","Loyal"
"179","35.585688136518","7","11793.16","High Value"
"180","113.585688136518","3","2437.83","Loyal"
"181","31.585688136518","5","6736.7699999999995","High Value"
"182","775.585688136518","2","5464.18","At Risk"
"183","21.585688136518","6","8361.62","High Value"
"185","52.585688136518","2","2808.2699999999995","Low Value"
"186","429.585688136518","8","12241.95","High Value"
"187","1.5856881365180016","7","11845.08","High Value"
"188","67.585688136518","4","5450.22","Loyal"
"189","289.585688136518","3","4030.89","Loyal"
"190","37.585688136518","8","14064.98","High Value"
"191","233.585688136518","1","751.04","At Risk"
"192","691.585688136518","2","1862.6299999999999","At Risk"
"193","535.585688136518","2","3987.3599999999997","At Risk"
"195","613.585688136518","1","2251.57","At Risk"
"196","126.585688136518","6","11073.01","High Value"
"197","42.585688136518","5","8083.21","High Value"
"198","17.585688136518","4","4484.55","Loyal"
"199","294.585688136518","5","7275.13","High Value"
"200","177.585688136518","3","3590.08","Loyal"
"201","978.585688136518","1","2643.79","At Risk"
"202","83.585688136518","4","4948.13","Loyal"
"203","9.585688136518002","4","4615.650000000001","Loyal"
"204","308.585688136518","4","5844.28","Loyal"
"205","179.585688136518","1","1077.34","At Risk"
"206","257.585688136518","4","7329.8","Loyal"
"207","183.585688136518","6","10416.37","High Value"
"208","77.585688136518","2","2675.03","Low Value"
"209","97.585688136518","2","2839.01","At Risk"
"210","143.585688136518","3","1672.1499999999999","Loyal"
"211","80.585688136518","7","9903.73","High Value"
"212","181.585688136518","5","8754.8","High Value"
"214","101.585688136518","4","6916.21","Loyal"
"215","314.585688136518","4","8051.360000000001","Loyal"
"216","267.585688136518","3","4305.96","Loyal"
"217","203.585688136518","6","5044.72","High Value"
"218","93.585688136518","7","13459.76","High Value"
"220","322.585688136518","4","3079.65","Loyal"
"221","495.585688136518","3","5813.98","Loyal"
"222","59.585688136518","4","6906.25","Loyal"
"223","156.585688136518","2","624.8100000000001","At Risk"
"224","65.585688136518","7","11186.9","High Value"
"225","15.585688136518002","3","4386.14","Loyal"
"226","97.585688136518","2","4134.27","At Risk"
"227","28.585688136518","1","1335.97","Low Value"
"228","140.585688136518","2","2443.07","At Risk"
"229","61.585688136518","4","5511.42","Loyal"
"230","8.585688136518002","2","2561.13","Low Value"
"231","527.585688136518","2","3820.26","At Risk"
"232","273.585688136518","2","746.89","At Risk"
"233","45.585688136518","5","10915.8","High Value"
"234","824.585688136518","1","1430.52","At Risk"
"235","366.585688136518","3","2372.5699999999997","Loyal"
"236","624.585688136518","2","2721.91","At Risk"
"237","8.585688136518002","9","16972.76","High Value"
"238","27.585688136518","2","5135.82","Low Value"
"239","763.585688136518","1","1901.87","At Risk"
"240","136.585688136518","1","1587.09","At Risk"
"241","176.585688136518","7","8982.22","High Value"
"242","504.585688136518","3","3646.23","Loyal"
"243","562.585688136518","3","4651.4","Loyal"
"244","258.585688136518","3","6132.25","Loyal"
"245","167.585688136518","6","4527.57","High Value"
"246","86.585688136518","7","12483.14","High Value"
"247","168.585688136518","4","7078.1","Loyal"
"248","529.585688136518","3","8229.39","Loyal"
"249","316.585688136518","7","7186.91","High Value"
"250","744.585688136518","2","2464.3199999999997","At Risk"
"251","140.585688136518","5","8806.4","High Value"
"252","40.585688136518","3","5025.95","Loyal"
"253","287.585688136518","2","4603.45","At Risk"
"254","314.585688136518","2","3222.98","At Risk"
"255","270.585688136518","7","7598.08","High Value"
"256","152.585688136518","4","7849.76","Loyal"
"257","1060.585688136518","1","672.32","At Risk"
"258","282.585688136518","6","7137.82","High Value"
"259","277.585688136518","1","1103.21","At Risk"
"260","40.585688136518","4","6126.37","Loyal"
"261","149.585688136518","2","2699.73","At Risk"
"262","175.585688136518","3","6113.75","Loyal"
"263","70.585688136518","4","4226.26","Loyal"
"264","182.585688136518","5","4082.6099999999997","High Value"
"265","43.585688136518","5","7321.98","High Value"
"266","761.585688136518","1","1240.28","At Risk"
"267","4.585688136518002","2","4701.38","Low Value"
"268","143.585688136518","2","4642.36","At Risk"
"269","341.585688136518","3","2923.9500000000003","Loyal"
"270","547.585688136518","2","4117.12","At Risk"
"271","1.5856881365180016","4","7107.33","Loyal"
"272","312.585688136518","6","6284.57","High Value"
"273","179.585688136518","4","6218.91","Loyal"
"274","66.585688136518","3","3126.08","Loyal"
"275","514.585688136518","2","4929.77","At Risk"
"277","90.585688136518","3","5856.59","Loyal"
"278","385.585688136518","2","1678.21","At Risk"
"279","197.585688136518","6","7276.58","High Value"
"280","98.585688136518","5","9316.85","High Value"
"281","322.585688136518","3","3888.63","Loyal"
"282","903.585688136518","2","3531.74","At Risk"
"283","128.585688136518","3","5432.67","Loyal"
"284","431.585688136518","5","10576.76","High Value"
"285","141.585688136518","3","6446.8099999999995","Loyal"
"286","22.585688136518","4","4822.1900000000005","Loyal"
"287","82.585688136518","7","12908.4","High Value"
"288","444.585688136518","3","6194.09","Loyal"
"289","369.585688136518","3","2883.44","Loyal"
"290","135.585688136518","2","2309.66","At Risk"
"291","294.585688136518","4","7541.43","Loyal"
"292","11.585688136518002","5","6203.69","High Value"
"293","248.585688136518","3","2170.06","Loyal"
"294","386.585688136518","1","2121.73","At Risk"
"295","593.585688136518","3","5048.610000000001","Loyal"
"296","46.585688136518","3","3483.21","Loyal"
"297","184.585688136518","3","4530.18","Loyal"
"298","140.585688136518","3","3762.5499999999997","Loyal"
"299","734.585688136518","1","2820.74","At Risk"
"300","556.585688136518","5","8109.360000000001","High Value"
"301","6.585688136518002","3","2585.62","Loyal"
"302","222.585688136518","4","8757.27","Loyal"
"303","21.585688136518","4","5255.240000000001","Loyal"
"304","715.585688136518","3","6227.32","Loyal"
"305","20.585688136518","5","7340.53","High Value"
"306","222.585688136518","6","10891.57","High Value"
"307","524.585688136518","2","1453.97","At Risk"
"308","59.585688136518","1","2232.98","Low Value"
"309","375.585688136518","3","5412.83","Loyal"
"310","351.585688136518","3","4568.87","Loyal"
"311","119.585688136518","3","4415.66","Loyal"
"312","239.585688136518","4","2044.52","Loyal"
"313","287.585688136518","3","5294.55","Loyal"
"314","539.585688136518","3","5677.8","Loyal"
"315","62.585688136518","7","10014.22","High Value"
"316","265.585688136518","2","2709.01","At Risk"
"317","141.585688136518","3","3923.6400000000003","Loyal"
"318","15.585688136518002","5","8306.27","High Value"
"319","560.585688136518","4","5991.68","Loyal"
"321","105.585688136518","4","3928.78","Loyal"
"322","149.585688136518","5","5090.25","High Value"
"323","1.5856881365180016","2","1894.56","Low Value"
"324","553.585688136518","3","3293.31","Loyal"
"325","112.585688136518","4","3945.5","Loyal"
"326","314.585688136518","6","9212.52","High Value"
"327","496.585688136518","3","2894.9300000000003","Loyal"
"328","293.585688136518","3","3193.01","Loyal"
"329","117.585688136518","6","6023.39","High Value"
"330","259.585688136518","1","2047.37","At Risk"
"331","144.585688136518","5","8829.34","High Value"
"332","111.585688136518","4","4546.26","Loyal"
"333","81.585688136518","2","1498.1200000000001","Low Value"
"334","218.585688136518","6","7345.61","High Value"
"335","289.585688136518","3","2846.79","Loyal"
"336","315.585688136518","3","6781.41","Loyal"
"337","870.585688136518","5","8469.48","High Value"
"338","772.585688136518","2","2973.12","At Risk"
"339","74.585688136518","2","3743.4799999999996","Low Value"
"340","128.585688136518","8","11468.18","High Value"
"341","505.585688136518","2","5058.17","At Risk"
"342","149.585688136518","4","8459.8","Loyal"
"343","530.585688136518","4","7328.94","Loyal"
"344","372.585688136518","4","8372.6","Loyal"
"345","176.585688136518","3","6535.94","Loyal"
"346","1.5856881365180016","4","1648.73","Loyal"
"347","235.585688136518","2","3299.06","At Risk"
"348","284.585688136518","4","8737.43","Loyal"
"349","49.585688136518","6","8738.83","High Value"
"350","12.585688136518002","3","5760.12","Loyal"
"351","146.585688136518","5","6730.23","High Value"
"352","415.585688136518","4","7286.19","Loyal"
"353","227.585688136518","6","9960.31","High Value"
"354","20.585688136518","8","11772.130000000001","High Value"
"355","832.585688136518","1","2876.77","At Risk"
"356","121.585688136518","3","6014.34","Loyal"
"357","695.585688136518","3","2992.14","Loyal"
"358","543.585688136518","4","5239.18","Loyal"
"359","145.585688136518","3","3672.44","Loyal"
"360","136.585688136518","4","4503.07","Loyal"
"361","187.585688136518","3","5508.88","Loyal"
"362","391.585688136518","3","4378.43","Loyal"
"363","247.585688136518","5","8703.4","High Value"
"364","128.585688136518","2","3700.96","At Risk"
"365","705.585688136518","2","3023.9199999999996","At Risk"
"366","92.585688136518","3","5427.24","Loyal"
"367","91.585688136518","6","6627.62","High Value"
"368","198.585688136518","3","6649.93","Loyal"
"369","113.585688136518","1","2730.1","At Risk"
"370","896.585688136518","2","4577.68","At Risk"
"371","535.585688136518","2","961.0899999999999","At Risk"
"372","916.585688136518","3","6079.77","Loyal"
"373","291.585688136518","3","6334.25","Loyal"
"374","171.585688136518","5","8061.83","High Value"
"375","447.585688136518","3","5954.74","Loyal"
"376","301.585688136518","3","5068.92","Loyal"
"377","418.585688136518","2","2565.23","At Risk"
"378","114.585688136518","4","5658.74","Loyal"
"379","351.585688136518","2","3482.74","At Risk"
"380","230.585688136518","6","8743.470000000001","High Value"
"381","275.585688136518","6","8322.91","High Value"
"382","421.585688136518","3","5586.469999999999","Loyal"
"383","282.585688136518","1","698.53","At Risk"
"384","57.585688136518","9","14669.05","High Value"
"385","161.585688136518","5","8990.77","High Value"
"386","1091.585688136518","1","581.3","At Risk"
"387","10.585688136518002","4","5410.400000000001","Loyal"
"388","474.585688136518","2","3074.37","At Risk"
"389","32.585688136518","2","2494.89","Low Value"
"390","162.585688136518","3","2517.71","Loyal"
"391","117.585688136518","5","11571.16","High Value"
"392","238.585688136518","4","7873.75","Loyal"
"393","376.585688136518","5","6347.62","High Value"
"395","195.585688136518","1","1822.5","At Risk"
"396","759.585688136518","1","2956.92","At Risk"
"397","197.585688136518","4","5251.42","Loyal"
"398","32.585688136518","3","1513.82","Loyal"
"399","59.585688136518","1","1381.83","Low Value"
"400","19.585688136518","6","10874.18","High Value"
"401","878.585688136518","1","475.4","At Risk"
"402","300.585688136518","5","7392.66","High Value"
"404","22.585688136518","3","2898.04","Loyal"
"405","12.585688136518002","4","6131.4400000000005","Loyal"
"406","782.585688136518","5","9524.92","High Value"
"407","107.585688136518","4","4126.77","Loyal"
"408","623.585688136518","4","7458.5599999999995","Loyal"
"409","20.585688136518","4","5453","Loyal"
"410","636.585688136518","1","2171.64","At Risk"
"411","39.585688136518","2","3230.8","Low Value"
"412","476.585688136518","1","2995.34","At Risk"
"414","215.585688136518","5","7205.700000000001","High Value"
"415","7.585688136518002","5","11265.02","High Value"
"416","26.585688136518","4","8658.51","Loyal"
"417","577.585688136518","2","3209.95","At Risk"
"418","419.585688136518","5","6015.83","High Value"
"419","290.585688136518","3","3415.06","Loyal"
"420","508.585688136518","3","4773.15","Loyal"
"421","730.585688136518","2","2517.16","At Risk"
"422","406.585688136518","5","8126.990000000001","High Value"
"423","108.585688136518","6","11391.84","High Value"
"424","29.585688136518","4","3922.6400000000003","Loyal"
"425","720.585688136518","2","4987.08","At Risk"
"426","109.585688136518","4","7548.32","Loyal"
"427","805.585688136518","1","2501.67","At Risk"
"428","69.585688136518","1","190.28","Low Value"
"429","319.585688136518","8","7337.71","High Value"
"430","215.585688136518","2","2281.99","At Risk"
"432","1082.585688136518","1","949.27","At Risk"
"433","155.585688136518","3","4363.57","Loyal"
"434","132.585688136518","2","2810.6000000000004","At Risk"
"435","215.585688136518","5","6921.54","High Value"
"436","920.585688136518","2","4460.66","At Risk"
"437","207.585688136518","5","8260.65","High Value"
"438","122.585688136518","4","6293.450000000001","Loyal"
"439","957.585688136518","2","2698.31","At Risk"
"440","97.585688136518","4","5003.900000000001","Loyal"
"441","342.585688136518","1","1130.77","At Risk"
"442","865.585688136518","1","2382.06","At Risk"
"443","88.585688136518","3","4252.47","Loyal"
"444","169.585688136518","6","10068.79","High Value"
"445","213.585688136518","5","7434.04","High Value"
"446","642.585688136518","6","8855.63","High Value"
"447","6.585688136518002","4","5526.15","Loyal"
"448","97.585688136518","5","9045.95","High Value"
"449","520.585688136518","4","4377.8","Loyal"
"450","62.585688136518","5","9075.539999999999","High Value"
"451","918.585688136518","1","2892.2","At Risk"
"452","128.585688136518","3","5544.45","Loyal"
"453","46.585688136518","3","3979.22","Loyal"
"454","385.585688136518","3","6554.780000000001","Loyal"
"455","93.585688136518","3","7053.4400000000005","Loyal"
"456","443.585688136518","2","4864.42","At Risk"
"457","70.585688136518","3","2768.48","Loyal"
"458","281.585688136518","7","8524.7","High Value"
"459","207.585688136518","4","6230.6","Loyal"
"461","125.585688136518","4","3989.55","Loyal"
"462","2.5856881365180016","5","10135.78","High Value"
"463","400.585688136518","3","1744.79","Loyal"
"464","803.585688136518","1","2871.74","At Risk"
"465","305.585688136518","2","3153.0299999999997","At Risk"
"466","354.585688136518","4","2830.01","Loyal"
"467","324.585688136518","2","4668.82","At Risk"
"468","11.585688136518002","5","6927.2699999999995","High Value"
"469","16.585688136518","5","7169.05","High Value"
"470","147.585688136518","3","3627.86","Loyal"
"471","456.585688136518","2","3105.19","At Risk"
"472","881.585688136518","2","1288.76","At Risk"
"473","148.585688136518","3","2727.12","Loyal"
"474","487.585688136518","3","5001.280000000001","Loyal"
"475","421.585688136518","2","2300.1800000000003","At Risk"
"476","36.585688136518","4","3625.98","Loyal"
"477","518.585688136518","2","1029.29","At Risk"
"478","336.585688136518","2","2621.91","At Risk"
"479","205.585688136518","2","3430.0299999999997","At Risk"
"480","445.585688136518","5","9087","High Value"
"481","66.585688136518","1","2865.5","Low Value"
"482","60.585688136518","5","9359.65","High Value"
"483","110.585688136518","6","10138.06","High Value"
"484","490.585688136518","3","2850.78","Loyal"
"485","227.585688136518","4","6883.42","Loyal"
"486","81.585688136518","4","2600.79","Loyal"
"487","53.585688136518","5","9115.56","High Value"
"488","219.585688136518","3","4699.52","Loyal"
"489","257.585688136518","3","6764.63","Loyal"
"490","100.585688136518","3","5571.2","Loyal"
"491","20.585688136518","5","9356.95","High Value"
"492","311.585688136518","3","2712.91","Loyal"
"493","565.585688136518","2","2399.6400000000003","At Risk"
